Date,^GSPC,^VIX,SP500_ret,VIX_change
2015-01-05,2020.5799560546875,19.920000076293945,-0.018278105145113743,0.11973013216134865
2015-01-06,2002.6099853515625,21.1200008392334,-0.008893471722946522,0.06024100192487092
2015-01-07,2025.9000244140625,19.309999465942383,0.01162984267174294,-0.08570081919356187
2015-01-08,2062.139892578125,17.010000228881836,0.017888280629516196,-0.11910923359252923
2015-01-09,2044.81005859375,17.549999237060547,-0.008403811034715436,0.03174597301073678
2015-01-12,2028.260009765625,19.600000381469727,-0.008093685160912578,0.11680918709558497
2015-01-13,2023.030029296875,20.559999465942383,-0.0025785552362955766,0.04897954417287975
2015-01-14,2011.27001953125,21.479999542236328,-0.005813067327385291,0.04474708658518822
2015-01-15,1992.6700439453125,22.389999389648438,-0.009247875921837956,0.04236498448814063
2015-01-16,2019.4200439453125,20.950000762939453,0.013424199395820402,-0.06431436650126654
2015-01-20,2022.550048828125,19.889999389648438,0.0015499523698385698,-0.050596722419512186
2015-01-21,2032.1199951171875,18.850000381469727,0.004731623968765364,-0.05228753343853643
2015-01-22,2063.14990234375,16.399999618530273,0.015269721916580492,-0.1299735126450129
2015-01-23,2051.820068359375,16.65999984741211,-0.005491522439307173,0.01585367286155681
2015-01-26,2057.090087890625,15.520000457763672,0.002568460857030219,-0.06842733493935294
2015-01-27,2029.550048828125,17.219999313354492,-0.013387862410411011,0.10953600550574838
2015-01-28,2002.1600341796875,20.440000534057617,-0.013495609366348305,0.1869919482636646
2015-01-29,2021.25,18.760000228881836,0.009534685287099887,-0.08219179360472739
2015-01-30,1994.989990234375,20.969999313354492,-0.012991965252009852,0.11780378771372657
2015-02-02,2020.8499755859375,19.43000030517578,0.01296246371066978,-0.07343820021958614
2015-02-03,2050.030029296875,17.329999923706055,0.014439495293299576,-0.10808030614957465
2015-02-04,2041.510009765625,18.329999923706055,-0.0041560462088314765,0.0577034047549001
2015-02-05,2062.52001953125,16.850000381469727,0.010291406686777416,-0.08074192844497807
2015-02-06,2055.469970703125,17.290000915527344,-0.0034181723141418763,0.026112790747559567
2015-02-09,2046.739990234375,18.549999237060547,-0.004247194360987749,0.07287439299101806
2015-02-10,2068.590087890625,17.229999542236328,0.010675561019232394,-0.07115901612475684
2015-02-11,2068.530029296875,16.959999084472656,-2.903358867545336e-05,-0.015670369410156537
2015-02-12,2088.47998046875,15.34000015258789,0.009644506431775834,-0.09551881010229057
2015-02-13,2096.989990234375,14.6899995803833,0.004074738491730789,-0.04237291823591893
2015-02-17,2100.340087890625,15.800000190734863,0.0015975744623728527,0.07556165024223915
2015-02-18,2099.679931640625,15.449999809265137,-0.0003143092177338991,-0.022151922610416652
2015-02-19,2097.449951171875,15.289999961853027,-0.0010620573331896477,-0.010355977306624964
2015-02-20,2110.300048828125,14.300000190734863,0.006126533626735764,-0.0647481866310079
2015-02-23,2109.659912109375,14.5600004196167,-0.0003033391953459752,0.018181833945029924
2015-02-24,2115.47998046875,13.6899995803833,0.002758770892866691,-0.059752803170338264
2015-02-25,2113.860107421875,13.84000015258789,-0.0007657236475081541,0.010956944981906913
2015-02-26,2110.739990234375,13.90999984741211,-0.001476028227480719,0.0050577813621721646
2015-02-27,2104.5,13.34000015258789,-0.0029563045487578377,-0.04097769238511273
2015-03-02,2117.389892578125,13.039999961853027,0.006124919257840311,-0.022488769662919794
2015-03-03,2107.780029296875,13.859999656677246,-0.0045385421527393,0.06288341236372941
2015-03-04,2098.530029296875,14.229999542236328,-0.00438850348301556,0.026695519099874554
2015-03-05,2101.0400390625,14.039999961853027,0.0011960799848387271,-0.013352044026379573
2015-03-06,2071.260009765625,15.199999809265137,-0.014173946589881803,0.08262107197748247
2015-03-09,2079.429931640625,15.0600004196167,0.0039444211911976446,-0.00921048627665777
2015-03-10,2044.1600341796875,16.690000534057617,-0.01696133008584244,0.10823373632299038
2015-03-11,2040.239990234375,16.8700008392334,-0.0019176795748703235,0.010784919078251187
2015-03-12,2065.949951171875,15.420000076293945,0.012601439566208406,-0.08595143395412796
